"","control","university","r_status","state","female","first_gen","poverty_rate","veteran","unemp_rate","white","black","hispanic","asian","indigenous","nhpi","nra","unknown","year"
"62",1,"University of California-Merced","R2","CA",0.536360938,0.574139976,8.539999962,0.00496156547632653,3.849999905,0.0963,0.045,0.543,0.1941,0.0013,0.0065,0.0766,0.0051,"latest"
"63",2,"Clarkson University","R2","NY",0.299855491,0.152870992,7.159999847,0.00496156547632653,3.589999914,0.8113,0.0245,0.0473,0.0369,0.003,0,0.0228,0.0188,"latest"
"64",1,"CUNY City College","R2","NY",0.537749288,0.459653179,21.60000038,0.003027066,6.389999866,0.1327,0.15,0.3805,0.25,0.0011,0.0019,0.0653,0,"latest"
"65",2,"Fordham University","R2","NY",0.613884298,0.176408451,9.079999924,0.003636364,3.640000105,0.5626,0.0401,0.1446,0.1088,7e-04,0.0013,0.0874,0.0155,"latest"
"66",2,"Rensselaer Polytechnic Institute","R1","NY",0.344230769,0.137450199,5.860000134,0.00372473251787072,3.049999952,0.5058,0.0402,0.0938,0.136,0.0015,2e-04,0.1487,0.0141,"latest"
"67",1,"East Carolina University","R2","NC",0.593396951,0.264602804,9.399999619,0.00274213,3.369999886,0.6682,0.1572,0.0686,0.0256,0.0063,0.0015,0.0048,0.0254,"latest"
"68",2,"Case Western Reserve University","R1","OH",0.472095151,0.108512629,6.449999809,0.00372473251787072,3.00999999,0.4714,0.0411,0.0782,0.2103,0.0016,8e-04,0.1351,0.0131,"latest"
"69",1,"North Dakota State University-Main Campus","R2","ND",0.478885316,0.172780797,6.590000153,0.003215434,2.859999895,0.8685,0.0275,0.0249,0.0148,0.006,9e-04,0.014,0.0121,"latest"
"70",1,"Wayne State University","R1","MI",0.595097211,0.376020088,11.52999973,0.00267681,4.650000095,0.5857,0.1615,0.0538,0.1001,0.0027,8e-04,0.0224,0.0319,"latest"
"71",1,"University of Nebraska-Lincoln","R1","NE",0.525061037,0.220236292,5.940000057,0.00372473251787072,2.25999999,0.7442,0.027,0.066,0.0289,0.0025,7e-04,0.0902,0.01,"latest"
"72",1,"University of New Hampshire-Main Campus","R1","NH",0.557601955,0.174486235,4.130000114,0.003194888,2.50999999,0.8243,0.0111,0.0343,0.0264,0.0015,2e-04,0.0391,0.0428,"latest"
"73",1,"Arizona State University-Tempe","R1","AZ",0.556830661,0.381317921,7.710000038,0.006534153,3.150000095,0.5008,0.0372,0.215,0.08,0.0114,0.002,0.1059,0.0028,"latest"
"74",2,"Princeton University","R1","NJ",0.51364366,0.27739726,6.769999981,0.00372473251787072,3.529999971,0.415,0.0779,0.1049,0.2143,0.0017,0.0011,0.1232,0.0141,"latest"
"75",1,"Rutgers University-Camden","R2","NJ",0.553944444,0.345829486,6.019999981,0.004277778,3.529999971,0.4573,0.1873,0.1687,0.099,0.0016,0.0014,0.0212,0.0187,"latest"
"76",2,"Seton Hall University","R2","NJ",0.541560645,0.278962002,6.769999981,0.00496156547632653,3.579999924,0.4921,0.0796,0.1728,0.1,0.002,0.001,0.0411,0.0705,"latest"
"77",2,"Stevens Institute of Technology","R2","NJ",0.284735812,0.154943935,5.679999828,0.00496156547632653,3.140000105,0.6433,0.0219,0.1137,0.1459,9e-04,0,0.0351,0.0392,"latest"
"78",1,"Oklahoma State University-Main Campus","R1","OK",0.525759954,0.286319613,9.010000229,0.004424147,2.950000048,0.678,0.0431,0.0805,0.0187,0.0435,0.001,0.0358,0.0011,"latest"
"79",2,"University of Pennsylvania","R1","PA",0.572133169,0.187635106,7.010000229,0.007398274,3.400000095,0.4183,0.0757,0.1035,0.2074,0.001,6e-04,0.1256,0.0204,"latest"
"80",1,"Utah State University","R2","UT",0.549590875,0.283578174,7.389999866,0.003223407,3.569999933,0.8232,0.0086,0.0608,0.0104,0.0163,0.0035,0.0117,0.0436,"latest"
"81",1,"Old Dominion University","R2","VA",0.60197664,0.332137112,7.599999905,0.005390836,3.039999962,0.4359,0.3159,0.0888,0.0468,0.0027,0.003,0.0136,0.0241,"latest"
"82",1,"North Carolina A & T State University","R2","NC",0.569954356,0.280862182,10.72999954,0.002182973,4.119999886,0.0523,0.8198,0.0409,0.0073,0.0025,2e-04,0.0101,0.023,"latest"
"83",1,"Bowling Green State University-Main Campus","R2","OH",0.601310686,0.303294847,5.980000019,0.002808613,2.940000057,0.7832,0.0855,0.0432,0.0098,0.0017,3e-04,0.0192,0.0212,"latest"
"84",1,"Kent State University at Kent","R2","OH",0.63649635,0.359402985,6.920000076,0.005561349,2.940000057,0.7523,0.0895,0.0371,0.017,0.0019,7e-04,0.037,0.0281,"latest"
"85",2,"Azusa Pacific University","R2","CA",0.725888325,0.379825992,7.949999809,0.005801305,3.829999924,0.3726,0.0611,0.3322,0.095,0.0029,0.0106,0.031,0.0233,"latest"
"86",2,"Chapman University","R2","CA",0.647474199,0.17877412,8.31000042,0.00496156547632653,4,0.5282,0.0174,0.1573,0.1304,0.0016,0.0031,0.038,0.0514,"latest"
"87",1,"University of California-Berkeley","R1","CA",0.546496254,0.345800525,8.56000042,0.002644337,3.690000057,0.2487,0.0184,0.1524,0.351,9e-04,0.0012,0.1297,0.04,"latest"
"88",1,"University of California-Los Angeles","R1","CA",0.603156959,0.380891393,10.07999992,0.002779013,4.070000172,0.266,0.0342,0.2216,0.2795,0.0021,0.0026,0.1155,0.0236,"latest"
"89",1,"University of Colorado Denver/Anschutz Medical Campus","R1","CO",0.579268293,0.379420488,5.599999905,0.006097561,2.809999943,0.4574,0.0532,0.236,0.1023,0.0033,0.0011,0.0774,0.0129,"latest"
"90",1,"University of Kentucky","R1","KY",0.568774704,0.233600886,9.06000042,0.002371542,2.99000001,0.7544,0.075,0.049,0.0279,0.0015,8e-04,0.0234,0.0285,"latest"
"91",1,"Michigan Technological University","R2","MI",0.277468354,0.18537859,5.980000019,0.00496156547632653,3.450000048,0.8811,0.0101,0.0214,0.0167,0.004,3e-04,0.019,0.0155,"latest"
"92",1,"New Jersey Institute of Technology","R1","NJ",0.209484818,0.344036697,7.800000191,0.003752985,4.019999981,0.3436,0.0795,0.2184,0.2309,0.001,3e-04,0.0528,0.0399,"latest"
"93",1,"University of New Mexico-Main Campus","R1","NM",0.583267293,0.410344389,15.77000046,0.004415261,4.989999771,0.3196,0.0241,0.4879,0.0399,0.0555,0.0023,0.0236,0.0129,"latest"
"94",2,"Nova Southeastern University","R2","FL",0.745901639,0.373340143,9.199999809,0.007741348,3.630000114,0.2848,0.1402,0.3379,0.1026,0.0027,0.001,0.0595,0.0344,"latest"
"95",1,"University of Idaho","R2","ID",0.505815886,0.317876106,8.270000458,0.004320372,4.239999771,0.739,0.0118,0.1104,0.0142,0.0086,0.0036,0.0476,0.025,"latest"
"96",1,"Wichita State University","R2","KS",0.593413979,0.363389328,6.900000095,0.007840502,3.089999914,0.6033,0.0604,0.1257,0.0725,0.0068,9e-04,0.0621,0.0222,"latest"
"97",2,"Tulane University of Louisiana","R1","LA",0.604547976,0.180011689,9.210000038,0.00372473251787072,3.349999905,0.6918,0.0734,0.0768,0.0472,0.0021,0.0021,0.0518,0.0165,"latest"
"98",1,"University of Louisiana at Lafayette","R2","LA",0.61641286,0.384858044,15.47999954,0.002199662,4.340000153,0.6496,0.201,0.0572,0.0234,0.0033,0.0013,0.014,0.0271,"latest"
"99",1,"University of Maryland-Baltimore County","R2","MD",0.493952721,0.274018127,4.920000076,0.004123145,2.74000001,0.4005,0.1834,0.0777,0.2195,0.0019,0.0013,0.0402,0.0281,"latest"
"100",1,"University of Maryland Eastern Shore","R2","MD",0.588596982,0.357506361,9.479999542,0.00496156547632653,4.260000229,0.095,0.7076,0.0402,0.0165,0.002,8e-04,0.0296,0.0662,"latest"
"101",2,"Johns Hopkins University","R1","MD",0.517218543,0.131271478,6.179999828,0.00372473251787072,3.039999962,0.3061,0.071,0.1415,0.2612,0.0013,0.0023,0.1056,0.0539,"latest"
"102",2,"Illinois Institute of Technology","R2","IL",0.30011325,0.322376738,6.590000153,0.00496156547632653,3.410000086,0.3635,0.0516,0.1652,0.1508,3e-04,0,0.1949,0.0345,"latest"
"103",1,"Southern Illinois University-Carbondale","R2","IL",0.489628925,0.352519502,8.949999809,0.006470029,3.910000086,0.6605,0.1498,0.0928,0.0198,0.0026,7e-04,0.0391,8e-04,"latest"
"104",1,"University of Iowa","R1","IA",0.562304321,0.223128536,5.369999886,0.001753287,2.660000086,0.7242,0.0302,0.077,0.0419,0.0018,8e-04,0.0742,0.0175,"latest"
"105",2,"Emory University","R1","GA",0.660647902,0.163870246,6.059999943,0.00372473251787072,2.910000086,0.396,0.0786,0.1016,0.2087,0.001,4e-04,0.1603,0.013,"latest"
"106",1,"Georgia Institute of Technology-Main Campus","R1","GA",0.377437326,0.149151318,6.269999981,0.00372473251787072,2.960000038,0.4804,0.0697,0.0724,0.215,3e-04,3e-04,0.0905,0.0325,"latest"
"107",1,"Boise State University","R2","ID",0.56921797,0.33470852,7.199999809,0.003993344,3.359999895,0.7339,0.0168,0.1355,0.0235,0.0039,0.0052,0.0152,0.0163,"latest"
"108",1,"University of Massachusetts-Boston","R2","MA",0.569020416,0.430542986,9.010000229,0.008428545,3.309999943,0.3371,0.1714,0.1651,0.1366,0.0011,2e-04,0.107,0.0486,"latest"
"109",2,"Boston University","R1","MA",0.654662533,0.169382716,5.769999981,0.00372473251787072,2.900000095,0.3741,0.0412,0.1144,0.1595,5e-04,0.0013,0.2139,0.0555,"latest"
"110",2,"Brandeis University","R1","MA",0.602708804,0.163069544,5.699999809,0.00372473251787072,3,0.4613,0.0527,0.083,0.1403,6e-04,0.0017,0.1999,0.0259,"latest"
"111",1,"Central Michigan University","R2","MI",0.592287234,0.293298035,6.139999866,0.002792553,3.410000086,0.7665,0.0956,0.0498,0.0106,0.0077,5e-04,0.0212,0.0103,"latest"
"112",1,"Eastern Michigan University","R2","MI",0.610537751,0.344196429,6.900000095,0.002987507,3.359999895,0.6348,0.1801,0.0512,0.027,0.0028,8e-04,0.0175,0.0485,"latest"
"113",2,"Tufts University","R1","MA",0.458241758,0.152954809,6.119999886,0.00372473251787072,3.059999943,0.5519,0.0427,0.0693,0.131,2e-04,2e-04,0.1051,0.047,"latest"
"114",2,"Northeastern University","R1","MA",0.541089566,0.185158151,5.690000057,0.003924284,2.859999895,0.4523,0.0387,0.0842,0.14,4e-04,2e-04,0.1781,0.0628,"latest"
"115",1,"Auburn University","R1","AL",0.531504671,0.172647119,9.590000153,0.002385212,3.140000105,0.8078,0.055,0.0342,0.0236,0.0038,5e-04,0.049,0.0036,"latest"
"116",1,"Arkansas State University-Main Campus","R2","AR",0.610874916,0.388266797,13.39000034,0.00496156547632653,3.75,0.7478,0.1309,0.0324,0.0089,0.0031,6e-04,0.0471,0.0065,"latest"
"117",1,"University of Arkansas at Little Rock","R2","AR",0.646490999,0.391040462,10.96000004,0.006000522,3.630000114,0.4913,0.2818,0.0466,0.0232,0.0022,0,0.0414,0.0016,"latest"
"118",1,"University of California-Santa Barbara","R1","CA",0.577854131,0.424005811,9.479999542,0.00372473251787072,4.099999905,0.3066,0.0207,0.261,0.179,0.0012,0.001,0.1234,0.0247,"latest"
"119",1,"Colorado School of Mines","R2","CO",0.283748925,0.154464286,5.170000076,0.00496156547632653,2.630000114,0.7222,0.01,0.0921,0.0446,0.0037,6e-04,0.0542,0.0145,"latest"
"120",1,"Colorado State University-Fort Collins","R1","CO",0.549675487,0.242137123,5.110000134,0.005741388,2.75,0.7135,0.0232,0.1423,0.0274,0.0042,0.0016,0.037,0.0097,"latest"
"121",1,"Arizona State University-Skysong","R2","AZ",0.556830661,0.381317921,8.77007873025984,0.006534153,3.53582677688976,0.6242,0.067,0.2043,0.0401,0.0097,0.0042,0.002,0.0035,"latest"
"122",2,"University of Tulsa","R2","OK",0.494208494,0.228494624,7.329999924,0.00496156547632653,2.910000086,0.5576,0.0588,0.0755,0.0545,0.0262,3e-04,0.1553,0.0188,"latest"
"123",2,"Villanova University","R2","PA",0.579468473,0.12574204,4.460000038,0.00496156547632653,2.690000057,0.7495,0.0488,0.0768,0.0569,6e-04,1e-04,0.0235,0.0172,"latest"
"124",1,"Texas A & M University-Corpus Christi","R2","TX",0.625494854,0.390052356,13.21000004,0.003365004,3.940000057,0.3551,0.0522,0.5149,0.0257,0.0019,2e-04,0.0207,0.0102,"latest"
"125",1,"University of Houston","R1","TX",0.525710015,0.404927134,9.920000076,0.004035874,3.819999933,0.2271,0.0986,0.3577,0.223,0.001,0.0012,0.0395,0.0184,"latest"
"126",2,"Rice University","R1","TX",0.451816746,0.144758735,7.420000076,0.00372473251787072,3.109999895,0.3324,0.0714,0.1552,0.2569,0.0015,0.0015,0.1179,0.0182,"latest"
"127",1,"The University of Texas at Dallas","R1","TX",0.462079616,0.313957935,6.309999943,0.004632807,2.859999895,0.3228,0.0543,0.1841,0.328,0.0015,0.002,0.0427,0.0232,"latest"
"128",1,"The University of Texas at San Antonio","R2","TX",0.541674384,0.388502455,10.67000008,0.004445268,3.380000114,0.2244,0.0889,0.5671,0.0587,0.0019,0.0016,0.0169,0.0055,"latest"
"129",1,"University of Vermont","R2","VT",0.601497265,0.115112161,5.409999847,0.00496156547632653,2.789999962,0.8177,0.0122,0.0377,0.0274,5e-04,1e-04,0.0487,0.0242,"latest"
"130",1,"University of Southern Mississippi","R1","MS",0.650544135,0.32596892,14.43999958,0.002763863,3.99000001,0.6096,0.2881,0.03,0.0129,0.0046,0.0014,0.0182,2e-04,"latest"
"131",1,"University of Missouri-Kansas City","R2","MO",0.606357616,0.33704246,7.360000134,0.004768212,3.150000095,0.5706,0.12,0.0958,0.0849,0.0021,0.0016,0.0525,0.0286,"latest"
"132",1,"Rowan University","R2","NJ",0.487541138,0.350826376,5.760000229,0.004388027,3.700000048,0.6616,0.0998,0.1079,0.05,0.0014,0.0011,0.0084,0.0358,"latest"
"133",2,"Cornell University","R1","NY",0.533558075,0.154164018,6.489999771,0.00372473251787072,3.200000048,0.3652,0.0687,0.1353,0.1938,0.0037,9e-04,0.1052,0.0801,"latest"
"134",2,"Yeshiva University","R2","NY",0.516239316,0.143859649,8.220000267,0.00496156547632653,3.349999905,0.9348,0,0.003,0,0,0,0.0567,0.0052,"latest"
"135",1,"University at Buffalo","R1","NY",0.427613941,0.280619112,8.25,0.002802827,3.890000105,0.4736,0.0795,0.0741,0.1496,0.0031,6e-04,0.1501,0.0463,"latest"
"136",1,"University of North Carolina Wilmington","R2","NC",0.63087375,0.258978452,7.730000019,0.007171164,3.119999886,0.7842,0.0416,0.0723,0.019,0.004,0.0014,0.0116,0.0287,"latest"
"137",1,"University of North Carolina at Greensboro","R2","NC",0.685265372,0.312764505,7.539999962,0.00173203,3.130000114,0.4682,0.2986,0.1051,0.0526,0.004,6e-04,0.0158,0.0034,"latest"
"138",1,"Miami University-Oxford","R2","OH",0.541991342,0.228633642,5.070000172,0.003809524,2.539999962,0.7139,0.0348,0.0481,0.0222,0.0016,6e-04,0.1376,0.0038,"latest"
"139",1,"Cleveland State University","R2","OH",0.589336719,0.383755459,9.920000076,0.008410029,3.680000067,0.6301,0.1513,0.0665,0.0339,0.0017,0.001,0.0618,0.0152,"latest"
"140",1,"University of Toledo","R2","OH",0.525252525,0.33446273,7.769999981,0.005879692,3.24000001,0.6864,0.1079,0.052,0.0218,0.0018,7e-04,0.0596,0.0342,"latest"
"141",1,"Ohio University-Main Campus","R2","OH",0.634900623,0.338695755,7.820000172,0.006526253,3.160000086,0.8272,0.0564,0.0327,0.013,0.0018,7e-04,0.0158,0.0169,"latest"
"142",1,"Wright State University-Main Campus","R2","OH",0.559505671,0.351262948,6.550000191,0.003555104,2.940000057,0.7452,0.1087,0.0377,0.0271,0.0018,0.001,0.0269,0.0072,"latest"
"143",1,"University of Oregon","R1","OR",0.581754386,0.284458575,7.28000021,0.002280702,3.809999943,0.5824,0.0228,0.128,0.0601,0.0057,0.0044,0.0991,0.0154,"latest"
"144",1,"Portland State University","R2","OR",0.582363316,0.391093011,7.110000134,0.007172252,4.070000172,0.5355,0.0369,0.16,0.0926,0.0121,0.0065,0.0492,0.0383,"latest"
"145",2,"Drexel University","R1","PA",0.568042814,0.292285479,6.46999979,0.006498471,3.289999962,0.5175,0.0689,0.0658,0.1781,8e-04,0.0024,0.1079,0.0219,"latest"
"146",1,"Pennsylvania State University-Main Campus","R1","PA",0.501226005,0.287565253,6.789999962,0.004693849,3.150000095,0.6567,0.0429,0.0668,0.061,8e-04,0.001,0.1202,0.0171,"latest"
"147",1,"Tennessee Technological University","R2","TN",0.500758265,0.375570033,10.13000011,0.004852897,3.109999895,0.8417,0.0382,0.0327,0.0158,0.0017,5e-04,0.0287,0.0048,"latest"
"148",1,"University of Wyoming","R2","WY",0.543719639,0.277271069,7.96999979,0.007633588,3.279999971,0.7181,0.0104,0.07,0.0107,0.0056,0.0013,0.036,0.1052,"latest"
"149",1,"University of Wisconsin-Madison","R1","WI",0.531132783,0.168052722,4.840000153,0.001950488,2.829999924,0.7096,0.0197,0.0528,0.0642,0.002,9e-04,0.1015,0.0151,"latest"
"150",1,"University of Puerto Rico-Rio Piedras","R2","PR",0.618448637,0.15583239,45.72999954,0.00496156547632653,7.920000076,0.0055,0.0267,0.8367,6e-04,0.0045,0,0,0.1228,"latest"
"151",3,"Ponce Health Sciences University","R2","PR",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0,0,1,0,0,0,0,0,"latest"
"152",2,"Stanford University","R1","CA",0.494019139,0.303385417,7.550000191,0.00372473251787072,3.450000048,0.341,0.0649,0.1571,0.2191,0.0079,0.0031,0.1043,0.0078,"latest"
"153",1,"William & Mary","R2","VA",0.607172644,0.131669535,4.800000191,0.00496156547632653,2.609999895,0.591,0.0715,0.0942,0.0756,0.0016,6e-04,0.06,0.0553,"latest"
"154",1,"University of Utah","R1","UT",0.505529686,0.294409168,6.059999943,0.004511059,3.170000076,0.6807,0.0134,0.129,0.058,0.0039,0.0047,0.0448,0.0089,"latest"
"155",1,"Virginia Polytechnic Institute and State University","R1","VA",0.464932652,0.177634755,5.309999943,0.00372473251787072,2.440000057,0.6527,0.0423,0.0646,0.0987,0.0012,0.0011,0.0658,0.0254,"latest"
"156",1,"University of Rhode Island","R2","RI",0.594716719,0.263285475,6.909999847,0.001911714,3.170000076,0.7296,0.0524,0.1001,0.0318,0.0019,7e-04,0.0142,0.0418,"latest"
"157",1,"University of South Dakota","R2","SD",0.634171196,0.242545455,7.320000172,0.00496156547632653,2.559999943,0.8264,0.0344,0.0448,0.0143,0.0154,0.0013,0.0207,0.004,"latest"
"158",1,"University of Oklahoma-Norman Campus","R1","OK",0.557354514,0.283689099,8.5,0.005040477,2.980000019,0.6054,0.047,0.1009,0.0651,0.0374,8e-04,0.0382,0.0167,"latest"
"159",2,"Carnegie Mellon University","R1","PA",0.472536349,0.099502488,5.909999847,0.00372473251787072,2.980000019,0.2702,0.041,0.0924,0.3159,3e-04,2e-04,0.1802,0.0591,"latest"
"160",2,"Duquesne University","R2","PA",0.642581144,0.172968624,6.449999809,0.00496156547632653,3.029999971,0.8051,0.0524,0.0366,0.0335,7e-04,0.0012,0.0293,0.0097,"latest"
"161",2,"Lehigh University","R2","PA",0.447535771,0.168765743,4.039999962,0.00496156547632653,2.619999886,0.6266,0.0346,0.0956,0.0807,0.001,8e-04,0.0913,0.037,"latest"
"162",1,"The University of Tennessee-Knoxville","R1","TN",0.530194339,0.245407184,8.279999733,0.001565149,3.029999971,0.7827,0.0616,0.0439,0.0386,0.0019,0.0012,0.0139,0.0224,"latest"
"163",1,"Rutgers University-Newark","R2","NJ",0.553944444,0.345829486,6.019999981,0.004277778,3.529999971,0.2186,0.1968,0.2889,0.1784,5e-04,0.0027,0.0624,0.0255,"latest"
"164",1,"New Mexico State University-Main Campus","R2","NM",0.576561404,0.4362587,17.79999924,0.004210526,4.860000134,0.2601,0.0249,0.6122,0.0115,0.0238,0.0012,0.037,0.0103,"latest"
"165",2,"Columbia University in the City of New York","R1","NY",0.447272727,0.250490517,8.779999733,0.01030303,3.670000076,0.3612,0.0699,0.1347,0.1739,0.0052,0.001,0.1736,0.0223,"latest"
"166",2,"Rochester Institute of Technology","R2","NY",0.353158327,0.194684529,6.539999962,0.00496156547632653,3.339999914,0.6557,0.0449,0.0767,0.0974,0.0012,2e-04,0.0666,0.0169,"latest"
"167",1,"Binghamton University","R1","NY",0.517791676,0.248382625,8.779999733,0.00372473251787072,3.450000048,0.5728,0.0515,0.1145,0.1447,7e-04,4e-04,0.0756,0.0149,"latest"
"168",2,"Vanderbilt University","R1","TN",0.52811245,0.122257053,6.650000095,0.00372473251787072,2.960000038,0.4537,0.108,0.0997,0.1392,0.0045,0.0034,0.0876,0.0478,"latest"
"169",2,"Southern Methodist University","R2","TX",0.509536785,0.156824782,6.380000114,0.00496156547632653,2.819999933,0.643,0.0456,0.1162,0.0684,0.0026,8e-04,0.0808,0,"latest"
"170",1,"The University of Texas at Arlington","R1","TX",0.664199279,0.43769156,8.239999771,0.007337796,3.279999971,0.3488,0.1462,0.2867,0.1155,0.0025,0.0014,0.0421,0.0211,"latest"
"171",1,"Texas State University","R2","TX",0.600847929,0.358270419,8.699999809,0.002988602,3.25999999,0.4442,0.0987,0.3847,0.0245,0.0026,0.0014,0.0054,0.0023,"latest"
"172",1,"University of North Texas","R1","TX",0.548531843,0.347966205,7.210000038,0.004880737,3.089999914,0.4367,0.1334,0.2565,0.0642,0.003,7e-04,0.0459,0.0083,"latest"
"173",1,"George Mason University","R1","VA",0.557201846,0.299878592,4.010000229,0.002428953,2.190000057,0.3944,0.1129,0.1511,0.2023,0.001,0.0025,0.0538,0.032,"latest"
"174",1,"Washington State University","R1","WA",0.574296336,0.340879765,7.730000019,0.003611259,4.25,0.6081,0.0322,0.1528,0.0606,0.0063,0.0049,0.042,0.0258,"latest"
"175",1,"Kansas State University","R1","KS",0.520871143,0.224791377,6.269999981,0.005279657,2.579999924,0.7803,0.0321,0.0752,0.0168,0.0042,0.0011,0.0425,0.0109,"latest"
"176",1,"University of Louisville","R1","KY",0.551316985,0.304347826,8.75,0.00181653,3.059999943,0.7178,0.1157,0.0531,0.0402,0.0012,3e-04,0.0126,8e-04,"latest"
"177",1,"University of Maine","R2","ME",0.482962963,0.234053498,7.789999962,0.002962963,3.140000105,0.8445,0.0196,0.0411,0.0148,0.008,2e-04,0.0192,0.02,"latest"
"178",1,"University of Maryland-College Park","R1","MD",0.508934661,0.224270576,4.429999828,0.002046106,2.730000019,0.4965,0.1164,0.0961,0.1747,0.0011,6e-04,0.0475,0.0229,"latest"
"179",1,"Morgan State University","R2","MD",0.586463501,0.33101188,10.52000046,0.00496156547632653,4.489999771,0.0175,0.7981,0.0336,0.0075,0.0016,5e-04,0.0929,0.0136,"latest"
"180",1,"University of Massachusetts-Amherst","R1","MA",0.515474436,0.215541825,5.599999905,0.003514341,2.799999952,0.6193,0.0456,0.0694,0.1024,0.0012,6e-04,0.0695,0.0622,"latest"
"181",2,"Massachusetts Institute of Technology","R1","MA",0.371888726,0.258513932,7.349999905,0.00372473251787072,3.220000029,0.3167,0.0615,0.1523,0.2787,0.0013,4e-04,0.1004,0.016,"latest"
"182",1,"Ohio State University-Main Campus","R1","OH",0.520343909,0.262238654,6.510000229,0.004722693,2.75,0.6684,0.0622,0.0435,0.0703,0.001,5e-04,0.0862,0.0311,"latest"
"183",1,"University of Pittsburgh-Pittsburgh Campus","R1","PA",0.529968119,0.209672003,6.889999866,0.002550478,3.279999971,0.7004,0.0503,0.0418,0.1047,6e-04,4e-04,0.0477,0.0105,"latest"
"184",1,"University of Colorado Colorado Springs","R2","CO",0.55888651,0.313405381,5.400000095,0.007494647,2.869999886,0.6324,0.0402,0.1847,0.0341,0.0033,0.0022,0.0084,0.0149,"latest"
"185",1,"University of Connecticut","R1","CT",0.530965508,0.266493293,4.960000038,0.002051545,3.059999943,0.5647,0.0618,0.1104,0.1106,0.0014,6e-04,0.0926,0.0272,"latest"
"186",1,"University of Central Florida","R1","FL",0.589144516,0.352640047,7.170000076,0.005450078,2.980000019,0.4757,0.1115,0.2762,0.0628,0.0016,0.0017,0.0228,0.0079,"latest"
"187",1,"Florida Agricultural and Mechanical University","R2","FL",0.64793518,0.365940948,13.10000038,0.00496156547632653,4.679999828,0.032,0.8837,0.0362,0.0051,1e-04,0,0.0051,0,"latest"
"188",1,"Florida Atlantic University","R2","FL",0.612283704,0.387772831,8.210000038,0.004848831,3.24000001,0.404,0.1985,0.276,0.0405,0.0016,0.0012,0.0315,0.0091,"latest"
"189",1,"University of Delaware","R1","DE",0.585467128,0.170937108,4.380000114,0.00372473251787072,2.849999905,0.7081,0.0565,0.0827,0.0519,0.0013,7e-04,0.0503,0.0164,"latest"
"190",2,"American University","R2","DC",0.660954712,0.156343443,5.340000153,0.00496156547632653,2.950000048,0.5609,0.0717,0.1332,0.0697,0.0011,8e-04,0.0856,0.0326,"latest"
"191",2,"The Catholic University of America","R2","DC",0.579831933,0.101265823,5.400000095,0.00496156547632653,2.970000029,0.65,0.0443,0.1375,0.0401,0.0018,6e-04,0.0559,0.0219,"latest"
"192",2,"Gallaudet University","R2","DC",0.515748032,0.338565022,8.399999619,0.00496156547632653,3.559999943,0.5072,0.1565,0.1241,0.0432,0.0072,0.0054,0.0414,0.0782,"latest"
"193",2,"George Washington University","R1","DC",0.634680135,0.160658033,5.539999962,0.00372473251787072,2.950000048,0.5072,0.0714,0.1034,0.1081,7e-04,0.0011,0.1074,0.0621,"latest"
"194",1,"Montclair State University","R2","NJ",0.626289341,0.412447257,6.480000019,0.003306004,3.630000114,0.4044,0.1348,0.2941,0.0625,0.0011,0.0023,0.0137,0.0591,"latest"
"195",1,"Rutgers University-New Brunswick","R1","NJ",0.553944444,0.345829486,6.019999981,0.004277778,3.529999971,0.3763,0.0694,0.1315,0.2759,4e-04,0.0023,0.0901,0.0176,"latest"
"196",1,"CUNY Graduate School and University Center","R1","NY",0.77294686,0.43956044,14.68999958,0.015700483,4.900000095,0.22,0.2893,0.3135,0.1183,0.0024,0.0048,0.0228,0,"latest"
"197",1,"Temple University","R1","PA",0.550251859,0.295915702,8.350000381,0.00335812,3.700000048,0.5561,0.1275,0.0739,0.1192,0.0011,9e-04,0.0594,0.0271,"latest"
"198",2,"Thomas Jefferson University","R2","PA",0.774285714,0.329798515,7.860000134,0.00496156547632653,3.640000105,0.5554,0.1502,0.081,0.0778,0.0031,0.0017,0.0252,0.0724,"latest"
"199",2,"Brown University","R1","RI",0.540378007,0.170403587,7.269999981,0.00372473251787072,3.279999971,0.4295,0.0644,0.1146,0.1545,0.0036,0.0015,0.1112,0.0586,"latest"
"200",1,"University of South Carolina-Columbia","R1","SC",0.556006394,0.195314489,8.430000305,0.001967294,3.25999999,0.7627,0.0868,0.0461,0.0311,0.0017,0.0011,0.0239,0.0086,"latest"
"201",1,"South Dakota State University","R2","SD",0.555957495,0.201948206,7.090000153,0.003165272,2.480000019,0.8691,0.0192,0.0253,0.0101,0.0085,5e-04,0.0408,0.0035,"latest"
"202",1,"University of Missouri-Columbia","R1","MO",0.543242492,0.200520833,6.239999771,0.001668521,2.869999886,0.7784,0.0765,0.0445,0.0254,0.0024,5e-04,0.03,0.0073,"latest"
"203",2,"Saint Louis University","R2","MO",0.624110672,0.223640857,6.179999828,0.00496156547632653,3.039999962,0.678,0.0559,0.0596,0.1081,0.0013,1e-04,0.0522,0.0101,"latest"
"204",1,"University of Missouri-St Louis","R2","MO",0.609886837,0.377976191,7.570000172,0.011614056,3.619999886,0.642,0.1676,0.0335,0.05,0.0024,0.001,0.0308,0.0383,"latest"
